BusinessName,BusinessType,AddressLine1,AddressLine2,AddressLine3
Wok U Like at Meadway Precinct,Takeaway/sandwich shop,Honey End Lane,Reading,
Wokingham Assoc For Elderly,Caring Premises,,40 Reading Road,Wokingham
Wolseley Street Bakery,Restaurant/Cafe/Canteen,Unit 12 Robert Cort Industrial Estate,Britten Road,Reading
Wonder Wok,Takeaway/sandwich shop,115 Wokingham Road,Reading,
Woodcote After School Club,School/college/university,Woodcote Primary School Reading Road,Woodcote,Reading
Woodcote Pre-School Group,Caring Premises,Woodcote Village Hall Reading Road,,Woodcote
Woodcote Primary School Breakfast Club,Caring Premises,Woodcote County Primary School Reading Road,Woodcote,Reading
Woodcote Way News,Retailers - other,30 Woodcote Way,Caversham,Reading
Woodlands Residential Home,Caring Premises,174 - 178 Reading Road South,Fleet,
Woodley Gardens Day Nursery,Caring Premises,,71 Reading Road,Woodley
Work House Coffee Company,Restaurant/Cafe/Canteen,335 Oxford Road,Reading,
World Turned Upside Down,Pub/bar/nightclub,387 Basingstoke Road,Reading,
Wortley Mens Club,Pub/bar/nightclub,Wortley Working Mens Club,Reading Room Lane,
Woven Nursery & Preschool Henley,Caring Premises,46 Reading Road,Henley-On-Thames,Oxon
Wraparound Care Club @ The Ridgeway Primary School,Restaurant/Cafe/Canteen,Hillbrow,Reading,
Wycliffe Baptist Church,Restaurant/Cafe/Canteen,233 Kings Road,Reading,
Y M C A,Hotel/bed & breakfast/guest house,34 Parkside Road,Reading,
Yaadgaar Sweets and Bakers,Restaurant/Cafe/Canteen,465 Oxford Road,Reading,
Yard Style Takeaway,Takeaway/sandwich shop,230b Shinfield Road,Reading,
Yardleys School,School/college/university,Reddings Lane,Springfield,Birmingham
Yateley Bowling Club,Other catering premises,Recreation Ground,Reading Road,Yateley
Yateley Manor School London Limited,School/college/university,Yateley Manor Preparatory School,51 Reading Road,Yateley
Yateley Pharmacy,Retailers - other,111 Reading Road,Yateley,Hampshire
Yateley Spice,Takeaway/sandwich shop,66B Reading Road,Yateley,Hampshire
Yateley's Best Grill,Takeaway/sandwich shop,66A Reading Road,Yateley,Hampshire
YayLo,Other catering premises,26 Cross Street,Reading,
Yellow River,Takeaway/sandwich shop,20 Reading Road South,Fleet,Hampshire
Yew Tree Lodge Care UK Mental Health,Caring Premises,17-19 Redlands Road,Reading,
YingYao Supermarket,Retailers - supermarkets/hypermarkets,77-79 Kings Road,Reading,
Yo Momoz,Takeaway/sandwich shop,83-85 Wokingham Road,Reading,
Yo Sushi,Takeaway/sandwich shop,Portman Road,Reading,
YO! Henley-On-Thames Tesco,Takeaway/sandwich shop,Tesco Stores 359 Reading Road,,Henley-On-Thames
Yo! Sushi,Retailers - other,,Tesco Stores Ltd,Colliery Road
Yo! To Go Reading,Takeaway/sandwich shop,Napier Road,Reading,
Yo! To Go!,Takeaway/sandwich shop,Portman Road,Reading,
Yogoo! Natural Frozen Yogurt,Takeaway/sandwich shop,Bridge Street,Reading,
You Me Sushi,Restaurant/Cafe/Canteen,150 Friar Street,Reading,
Your Local Convenience Store,Retailers - other,151 Caversham Road,Reading,
Your Local Pantry,Other catering premises,St Edmunds Church,Reddings Lane,Springfield
Yuvraj's Mini Market,Retailers - other,9 Manchester Road,Reading,
YY Restaurant,Restaurant/Cafe/Canteen,77-79 Kings Road,Reading,
Zaal Fine Dining,Restaurant/Cafe/Canteen,Zaal,24 Reading Road South,Fleet
Zabka Reading,Retailers - other,541 Oxford Road,Reading,
Zaika The Paan Shop,Takeaway/sandwich shop,431 Oxford Road,Reading,
Zam Zam Halal Superstore,Retailers - other,162-164 Oxford Road,Reading,
Zambrero,Restaurant/Cafe/Canteen,31 Queen Victoria Street,Reading,
Zarcat,Mobile caterer,63 Tintern Crescent,Reading,
Zero Degrees,Restaurant/Cafe/Canteen,9 Bridge Street,Reading,
Zeus Greek Gyros,Restaurant/Cafe/Canteen,2 Bridge Street,Reading,
Zi Tore,Restaurant/Cafe/Canteen,7 Union Street,Reading,
Zia Lucia,Restaurant/Cafe/Canteen,65 St Marys Butts,Reading,
Zizzi at The Oracle,Restaurant/Cafe/Canteen,Bridge Street,Reading,
Zorbas Shisha and Kebabs,Takeaway/sandwich shop,16-17 Harris Arcade,Reading,
Zotta Deli,Restaurant/Cafe/Canteen,279 Basingstoke Road,Reading,
Zyka,Restaurant/Cafe/Canteen,6 Park Lane,Tilehurst,Reading
